date,open,high,low,close,volume,tic
2022-05-02 08:08,64.91,64.91,64.91,64.91,185.0,KO
2022-05-02 08:09,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:09,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:09,157.0,157.0,157.0,157.0,593.0,CVX
2022-05-02 08:09,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:09,64.91,64.91,64.91,64.91,185.0,KO
2022-05-02 08:10,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:10,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:10,157.0,157.0,157.0,157.0,593.0,CVX
2022-05-02 08:10,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:10,64.91,64.91,64.91,64.91,185.0,KO
2022-05-02 08:11,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:11,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:11,157.0,157.0,157.0,157.0,593.0,CVX
2022-05-02 08:11,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:11,64.91,64.91,64.91,64.91,185.0,KO
2022-05-02 08:12,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:12,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:12,157.0,157.0,157.0,157.0,593.0,CVX
2022-05-02 08:12,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:12,64.91,64.91,64.91,64.91,185.0,KO
2022-05-02 08:13,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:13,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:13,157.0,157.0,157.0,157.0,593.0,CVX
2022-05-02 08:13,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:13,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:14,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:14,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:14,157.0,157.0,157.0,157.0,593.0,CVX
2022-05-02 08:14,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:14,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:15,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:15,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:15,157.01,157.01,157.01,157.01,250.0,CVX
2022-05-02 08:15,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:15,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:16,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:16,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:16,157.01,157.01,157.01,157.01,250.0,CVX
2022-05-02 08:16,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:16,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:17,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:17,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:17,157.01,157.01,157.01,157.01,250.0,CVX
2022-05-02 08:17,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:17,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:18,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:18,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:18,157.01,157.01,157.01,157.01,250.0,CVX
2022-05-02 08:18,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:18,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:19,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:19,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:19,157.01,157.01,157.01,157.01,250.0,CVX
2022-05-02 08:19,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:19,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:20,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:20,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:20,157.01,157.01,157.01,157.01,250.0,CVX
2022-05-02 08:20,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:20,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:21,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:21,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:21,157.02,157.02,157.01,157.01,710.0,CVX
2022-05-02 08:21,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:21,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:22,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:22,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:22,157.02,157.02,157.01,157.01,710.0,CVX
2022-05-02 08:22,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:22,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:23,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:23,149.99,149.99,149.99,149.99,106.0,BA
2022-05-02 08:23,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:23,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:23,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:24,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:24,150.0,150.0,150.0,150.0,305.0,BA
2022-05-02 08:24,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:24,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:24,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:25,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:25,150.0,150.0,150.0,150.0,460.0,BA
2022-05-02 08:25,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:25,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:25,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:26,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:26,150.0,150.0,150.0,150.0,460.0,BA
2022-05-02 08:26,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:26,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:26,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:27,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:27,150.0,150.0,150.0,150.0,460.0,BA
2022-05-02 08:27,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:27,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:27,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:28,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:28,150.0,150.0,150.0,150.0,460.0,BA
2022-05-02 08:28,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:28,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:28,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:29,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:29,150.0,150.0,150.0,150.0,460.0,BA
2022-05-02 08:29,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:29,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:29,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:30,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:30,150.0,150.0,150.0,150.0,460.0,BA
2022-05-02 08:30,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:30,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:30,64.72,64.72,64.72,64.72,332.0,KO
2022-05-02 08:31,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:31,150.0,150.0,150.0,150.0,460.0,BA
2022-05-02 08:31,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:31,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:31,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:32,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:32,150.0,150.0,150.0,150.0,460.0,BA
2022-05-02 08:32,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:32,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:32,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:33,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:33,149.66,149.66,149.66,149.66,360.0,BA
2022-05-02 08:33,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:33,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:33,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:34,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:34,149.66,149.66,149.66,149.66,360.0,BA
2022-05-02 08:34,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:34,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:34,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:35,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:35,149.66,149.66,149.66,149.66,360.0,BA
2022-05-02 08:35,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:35,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:35,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:36,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:36,149.66,149.66,149.66,149.66,360.0,BA
2022-05-02 08:36,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:36,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:36,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:37,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:37,149.66,149.66,149.66,149.66,360.0,BA
2022-05-02 08:37,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:37,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:37,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:38,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:38,149.66,149.66,149.66,149.66,360.0,BA
2022-05-02 08:38,155.91,155.91,155.9,155.9,355.0,CVX
2022-05-02 08:38,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:38,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:39,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:39,149.66,149.66,149.66,149.66,360.0,BA
2022-05-02 08:39,156.75,156.8,156.75,156.8,1000.0,CVX
2022-05-02 08:39,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:39,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:40,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:40,149.66,149.66,149.66,149.66,360.0,BA
2022-05-02 08:40,156.75,156.8,156.75,156.8,1000.0,CVX
2022-05-02 08:40,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:40,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:41,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:41,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:41,156.75,156.8,156.75,156.8,1000.0,CVX
2022-05-02 08:41,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:41,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:42,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:42,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:42,156.75,156.8,156.75,156.8,1000.0,CVX
2022-05-02 08:42,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:42,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:43,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:43,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:43,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:43,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:43,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:44,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:44,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:44,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:44,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:44,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:45,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:45,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:45,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:45,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:45,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:46,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:46,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:46,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:46,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:46,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:47,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:47,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:47,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:47,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:47,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:48,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:48,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:48,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:48,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:48,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:49,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:49,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:49,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:49,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:49,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:50,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:50,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:50,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:50,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:50,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:51,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:51,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:51,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:51,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:51,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:52,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:52,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:52,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:52,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:52,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:53,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:53,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:53,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:53,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:53,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:54,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:54,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:54,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:54,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:54,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:55,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:55,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:55,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:55,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:55,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:56,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:56,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:56,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:56,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:56,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:57,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:57,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:57,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:57,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:57,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:58,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:58,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:58,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:58,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:58,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 08:59,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 08:59,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 08:59,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 08:59,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 08:59,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 09:00,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:00,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 09:00,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 09:00,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:00,64.89,64.89,64.89,64.89,255.0,KO
2022-05-02 09:01,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:01,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 09:01,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 09:01,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:01,64.72,64.72,64.72,64.72,840.0,KO
2022-05-02 09:02,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:02,149.52,149.52,149.52,149.52,555.0,BA
2022-05-02 09:02,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 09:02,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:02,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:03,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:03,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:03,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 09:03,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:03,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:04,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:04,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:04,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 09:04,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:04,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:05,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:05,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:05,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 09:05,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:05,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:06,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:06,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:06,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 09:06,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:06,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:07,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:07,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:07,156.03,156.03,156.01,156.01,1044.0,CVX
2022-05-02 09:07,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:07,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:08,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:08,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:08,156.06,156.06,156.06,156.06,100.0,CVX
2022-05-02 09:08,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:08,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:09,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:09,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:09,156.06,156.06,156.06,156.06,100.0,CVX
2022-05-02 09:09,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:09,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:10,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:10,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:10,156.06,156.06,156.06,156.06,500.0,CVX
2022-05-02 09:10,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:10,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:11,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:11,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:11,156.19,156.2,156.06,156.06,1120.0,CVX
2022-05-02 09:11,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:11,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:12,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:12,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:12,156.19,156.2,156.06,156.06,1120.0,CVX
2022-05-02 09:12,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:12,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:13,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:13,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:13,156.19,156.2,156.06,156.06,1120.0,CVX
2022-05-02 09:13,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:13,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:14,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:14,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:14,156.19,156.2,156.06,156.06,1120.0,CVX
2022-05-02 09:14,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:14,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:15,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:15,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:15,156.19,156.2,156.06,156.06,1120.0,CVX
2022-05-02 09:15,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:15,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:16,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:16,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:16,156.19,156.2,156.06,156.06,1120.0,CVX
2022-05-02 09:16,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:16,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:17,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:17,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:17,156.19,156.2,156.06,156.06,1120.0,CVX
2022-05-02 09:17,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:17,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:18,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:18,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:18,156.19,156.2,156.06,156.06,1120.0,CVX
2022-05-02 09:18,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:18,64.72,64.72,64.72,64.72,157.0,KO
2022-05-02 09:19,176.91,178.55,176.91,178.55,916.0,AXP
2022-05-02 09:19,149.5,149.5,149.5,149.5,503.0,BA
2022-05-02 09:19,156.08,156.08,155.95,155.95,1836.0,CVX
2022-05-02 09:19,180.31,180.31,180.31,180.31,111.0,JNJ
2022-05-02 09:19,64.72,64.72,64.72,64.72,157.0,KO
